,annual_income,education_level,occupation,no_of_children,fav_genre,weekly_avg_viewing_hours,peak_viewing_time,education_score,normalized_income,norm_viewing_hours,ad_score
27,104000.0,Bachelor,"Scientist, product/process development",0,Documentary,17.0,Overnight,2,0.5119047619047619,0.4311688311688312,54.0
28,94000.0,High School,Radiation protection practitioner,1,Documentary,23.2,Daytime,1,0.39285714285714285,0.5922077922077922,44.0
29,97000.0,Bachelor,"Biochemist, clinical",0,News,21.0,Prime Time,2,0.42857142857142855,0.5350649350649351,54.0
30,94000.0,Master,Outdoor activities/education manager,0,News,18.8,Prime Time,3,0.39285714285714285,0.47792207792207797,66.0
31,119000.0,High School,Chartered management accountant,0,News,24.1,Daytime,1,0.6904761904761905,0.6155844155844157,48.0
32,100000.0,High School,Estate agent,0,Sci-Fi,18.6,Overnight,1,0.4642857142857143,0.4727272727272728,38.0
33,89000.0,PhD,"Horticulturist, commercial",0,Reality,21.6,Daytime,4,0.3333333333333333,0.5506493506493507,81.0
34,108000.0,Bachelor,Operational researcher,1,News,26.3,Overnight,2,0.5595238095238095,0.6727272727272727,65.0
35,88000.0,Bachelor,Maintenance engineer,1,Drama,28.5,Daytime,2,0.32142857142857145,0.7298701298701299,59.0
36,102000.0,High School,"Teacher, English as a foreign language",0,Sci-Fi,16.6,Afternoon,1,0.4880952380952381,0.42077922077922086,38.0
37,80000.0,Bachelor,Petroleum engineer,0,Politics,23.6,Prime Time,2,0.2261904761904762,0.6025974025974027,49.0
38,87000.0,Master,Architectural technologist,2,News,26.8,Daytime,3,0.30952380952380953,0.6857142857142857,78.0
39,102000.0,High School,Engineering geologist,2,Comedy,27.9,Afternoon,1,0.4880952380952381,0.7142857142857143,54.0
40,107000.0,Bachelor,Mechanical engineer,1,News,18.8,Prime Time,2,0.5476190476190477,0.47792207792207797,61.0
41,102000.0,High School,Animator,1,News,17.0,Prime Time,1,0.4880952380952381,0.4311688311688312,43.0
42,99000.0,Bachelor,"Civil engineer, consulting",0,Comedy,22.5,Afternoon,2,0.4523809523809524,0.5740259740259741,55.00000000000001
43,97000.0,PhD,Equality and diversity officer,1,Reality,22.5,Afternoon,4,0.42857142857142855,0.5740259740259741,89.0
44,85000.0,Bachelor,Health service manager,0,Sports,14.6,Prime Time,2,0.2857142857142857,0.3688311688311688,46.0
45,93000.0,PhD,Research scientist (life sciences),1,Comedy,23.1,Afternoon,4,0.38095238095238093,0.5896103896103897,88.0
46,95000.0,PhD,Field seismologist,2,Documentary,24.2,Overnight,4,0.40476190476190477,0.6181818181818182,95.0
47,111000.0,PhD,"Administrator, arts",1,Comedy,21.8,Prime Time,4,0.5952380952380952,0.5558441558441559,94.0
48,103000.0,Master,Software engineer,0,Documentary,21.1,Prime Time,3,0.5,0.5376623376623377,71.0
49,82000.0,High School,Community arts worker,1,Drama,16.6,Daytime,1,0.25,0.42077922077922086,36.0
50,103000.0,PhD,Gaffer,0,Comedy,13.5,Prime Time,4,0.5,0.34025974025974026,82.0
51,96000.0,High School,Economist,0,Sports,20.8,Daytime,1,0.4166666666666667,0.5298701298701299,38.0
52,93000.0,High School,Chartered accountant,0,Politics,20.6,Overnight,1,0.38095238095238093,0.5246753246753247,37.0
53,106000.0,High School,Bookseller,0,Sci-Fi,12.0,Afternoon,1,0.5357142857142857,0.3012987012987013,37.0
54,110000.0,High School,Systems developer,1,Sci-Fi,22.1,Overnight,1,0.5833333333333334,0.5636363636363637,49.0
55,109000.0,Bachelor,Minerals surveyor,0,Drama,24.2,Prime Time,2,0.5714285714285714,0.6181818181818182,60.0
56,92000.0,Bachelor,Commercial art gallery manager,4,News,21.6,Prime Time,2,0.36904761904761907,0.5506493506493507,72.0
57,97000.0,High School,Fine artist,1,Sports,24.1,Afternoon,1,0.42857142857142855,0.6155844155844157,45.0
58,103000.0,Bachelor,Conference centre manager,2,Politics,20.3,Overnight,2,0.5,0.5168831168831169,65.0
59,110000.0,Bachelor,Private music teacher,3,Comedy,18.7,Overnight,2,0.5833333333333334,0.4753246753246753,72.0
60,95000.0,Master,Information officer,0,Politics,25.8,Prime Time,3,0.40476190476190477,0.6597402597402598,70.0
61,98000.0,High School,"Surveyor, mining",1,Comedy,22.9,Daytime,1,0.44047619047619047,0.5844155844155844,45.0
62,89000.0,High School,Accommodation manager,2,Sports,15.3,Prime Time,1,0.3333333333333333,0.38701298701298703,43.0
63,88000.0,High School,"Sound technician, broadcasting/film/video",3,News,14.6,Prime Time,1,0.32142857142857145,0.3688311688311688,47.0
64,108000.0,High School,"Designer, jewellery",5,Politics,26.3,Afternoon,1,0.5595238095238095,0.6727272727272727,70.0
65,114000.0,Bachelor,Textile designer,3,News,16.6,Prime Time,2,0.6309523809523809,0.42077922077922086,72.0
66,99000.0,Bachelor,Archivist,2,Drama,18.1,Afternoon,2,0.4523809523809524,0.45974025974025984,63.0
67,110000.0,High School,Cytogeneticist,0,Sports,18.9,Overnight,1,0.5833333333333334,0.4805194805194805,42.0
68,104000.0,High School,Medical illustrator,1,Sci-Fi,28.9,Prime Time,1,0.5119047619047619,0.7402597402597403,50.0
69,94000.0,High School,Claims inspector/assessor,0,Documentary,10.3,Overnight,1,0.39285714285714285,0.2571428571428572,32.0
70,104000.0,PhD,Archivist,2,Sci-Fi,21.7,Overnight,4,0.5119047619047619,0.5532467532467533,96.0
71,115000.0,High School,Trading standards officer,1,Politics,27.7,Overnight,1,0.6428571428571429,0.7090909090909091,53.0
72,100000.0,Master,Art therapist,0,Sports,24.1,Overnight,3,0.4642857142857143,0.6155844155844157,71.0
73,116000.0,Master,"Journalist, broadcasting",2,Sci-Fi,21.7,Overnight,3,0.6547619047619048,0.5532467532467533,86.0
74,74000.0,High School,"Engineer, maintenance (IT)",0,News,15.7,Afternoon,1,0.15476190476190477,0.39740259740259737,28.000000000000004
75,108000.0,PhD,Systems analyst,2,Sci-Fi,18.6,Afternoon,4,0.5595238095238095,0.4727272727272728,96.0
76,101000.0,Master,Research scientist (maths),0,Reality,20.6,Overnight,3,0.47619047619047616,0.5246753246753247,70.0
77,97000.0,Bachelor,"Engineer, drilling",1,News,19.1,Overnight,2,0.42857142857142855,0.48571428571428577,57.99999999999999
78,101000.0,Bachelor,Quantity surveyor,1,Drama,24.1,Afternoon,2,0.47619047619047616,0.6155844155844157,62.0
79,80000.0,Bachelor,"Conservation officer, historic buildings",0,Sports,29.6,Prime Time,2,0.2261904761904762,0.7584415584415585,52.0
80,98000.0,High School,"Exhibitions officer, museum/gallery",1,Comedy,20.9,Overnight,1,0.44047619047619047,0.5324675324675324,44.0
81,104000.0,High School,Museum education officer,0,Politics,23.2,Overnight,1,0.5119047619047619,0.5922077922077922,42.0
82,115000.0,Master,Environmental education officer,1,Documentary,19.8,Prime Time,3,0.6428571428571429,0.503896103896104,79.0
83,95000.0,Master,"Engineer, water",2,Sports,16.9,Overnight,3,0.40476190476190477,0.42857142857142855,76.0
84,92000.0,High School,Merchant navy officer,0,Reality,22.7,Daytime,1,0.36904761904761907,0.5792207792207792,38.0
85,95000.0,Master,Fisheries officer,1,Sci-Fi,13.6,Daytime,3,0.40476190476190477,0.34285714285714286,69.0
86,109000.0,Master,Medical laboratory scientific officer,2,Documentary,22.6,Overnight,3,0.5714285714285714,0.5766233766233767,84.0
87,103000.0,High School,Transport planner,2,Sports,14.5,Prime Time,1,0.5,0.36623376623376624,47.0
88,95000.0,Bachelor,Lawyer,0,News,24.2,Afternoon,2,0.40476190476190477,0.6181818181818182,55.00000000000001
89,105000.0,Bachelor,"Engineer, water",2,Reality,14.1,Daytime,2,0.5238095238095238,0.35584415584415585,63.0
90,101000.0,Master,Prison officer,0,Sci-Fi,23.4,Prime Time,3,0.47619047619047616,0.5974025974025974,71.0
91,110000.0,Master,"Programmer, applications",0,Documentary,28.2,Overnight,3,0.5833333333333334,0.7220779220779221,77.0
92,93000.0,High School,"Research officer, government",0,Sports,18.0,Daytime,1,0.38095238095238093,0.4571428571428572,36.0
93,97000.0,Bachelor,Quarry manager,0,Comedy,17.2,Afternoon,2,0.42857142857142855,0.4363636363636364,52.0
94,96000.0,Master,Press photographer,1,Reality,19.4,Afternoon,3,0.4166666666666667,0.4935064935064935,72.0
95,85000.0,Master,Set designer,3,News,22.9,Afternoon,3,0.2857142857142857,0.5844155844155844,80.0
96,103000.0,High School,Translator,0,Sci-Fi,11.9,Overnight,1,0.5,0.2987012987012987,36.0
97,103000.0,Bachelor,Quarry manager,1,Comedy,18.0,Daytime,2,0.5,0.4571428571428572,59.0
98,100000.0,Master,"Production assistant, radio",1,Drama,26.4,Overnight,3,0.4642857142857143,0.6753246753246753,77.0
99,98000.0,High School,Product designer,1,Drama,20.5,Prime Time,1,0.44047619047619047,0.5220779220779221,44.0
100,86000.0,Bachelor,Furniture designer,1,Drama,17.1,Daytime,2,0.2976190476190476,0.43376623376623386,53.0
101,96000.0,Master,Midwife,1,News,17.9,Prime Time,3,0.4166666666666667,0.45454545454545453,72.0
102,97000.0,High School,Administrator,4,Sci-Fi,24.1,Afternoon,1,0.42857142857142855,0.6155844155844157,60.0
103,92000.0,Master,Artist,2,Comedy,25.4,Daytime,3,0.36904761904761907,0.6493506493506493,79.0
104,98000.0,High School,"Surveyor, quantity",1,Sports,22.6,Overnight,1,0.44047619047619047,0.5766233766233767,45.0
105,104000.0,High School,Arts administrator,2,News,23.4,Afternoon,1,0.5119047619047619,0.5974025974025974,52.0
106,119000.0,High School,Production manager,0,Sci-Fi,14.2,Overnight,1,0.6904761904761905,0.3584415584415584,43.0
107,102000.0,High School,"Nurse, adult",1,Politics,18.6,Afternoon,1,0.4880952380952381,0.4727272727272728,44.0
108,103000.0,High School,"Development worker, international aid",5,Sports,23.2,Daytime,1,0.5,0.5922077922077922,67.0
109,99000.0,Bachelor,"Embryologist, clinical",1,News,21.8,Overnight,2,0.4523809523809524,0.5558441558441559,60.0
110,81000.0,High School,"Doctor, general practice",0,Documentary,20.3,Daytime,1,0.23809523809523808,0.5168831168831169,32.0
111,100000.0,PhD,Biomedical scientist,2,Reality,14.0,Overnight,4,0.4642857142857143,0.35324675324675325,91.0
112,101000.0,Bachelor,Company secretary,3,Reality,21.2,Overnight,2,0.47619047619047616,0.5402597402597403,70.0
113,125000.0,Bachelor,Furniture conservator/restorer,0,Sci-Fi,9.7,Afternoon,2,0.7619047619047619,0.24155844155844153,57.99999999999999
114,98000.0,Bachelor,"Designer, ceramics/pottery",0,Sci-Fi,19.6,Daytime,2,0.44047619047619047,0.49870129870129876,53.0
115,103000.0,Bachelor,Civil Service administrator,1,Drama,18.7,Overnight,2,0.5,0.4753246753246753,60.0
116,100000.0,Bachelor,Broadcast engineer,1,Drama,14.0,Prime Time,2,0.4642857142857143,0.35324675324675325,56.00000000000001
117,88000.0,High School,"Engineer, control and instrumentation",0,Sci-Fi,19.7,Overnight,1,0.32142857142857145,0.5012987012987014,35.0
118,111000.0,Master,Restaurant manager,1,Documentary,14.0,Prime Time,3,0.5952380952380952,0.35324675324675325,75.0
119,108000.0,Bachelor,Forensic psychologist,3,Sci-Fi,18.3,Prime Time,2,0.5595238095238095,0.464935064935065,71.0
120,108000.0,High School,"Engineer, biomedical",1,Comedy,11.9,Overnight,1,0.5595238095238095,0.2987012987012987,43.0
121,91000.0,Bachelor,Chief Operating Officer,1,Drama,27.4,Afternoon,2,0.35714285714285715,0.7012987012987013,60.0
122,114000.0,Bachelor,"Librarian, public",0,Drama,8.2,Daytime,2,0.6309523809523809,0.20259740259740258,53.0
123,86000.0,High School,"Therapist, nutritional",0,Comedy,22.1,Afternoon,1,0.2976190476190476,0.5636363636363637,35.0
124,106000.0,Master,Social worker,3,Comedy,10.7,Afternoon,3,0.5357142857142857,0.2675324675324675,81.0
125,122000.0,Bachelor,Chief Strategy Officer,1,Documentary,19.7,Overnight,2,0.7261904761904762,0.5012987012987014,67.0
126,90000.0,Bachelor,"Producer, television/film/video",1,Drama,22.8,Prime Time,2,0.34523809523809523,0.5818181818181819,56.99999999999999
127,94000.0,Bachelor,"Solicitor, Scotland",0,Sci-Fi,20.2,Prime Time,2,0.39285714285714285,0.5142857142857143,52.0
128,101000.0,PhD,Chief Financial Officer,1,Documentary,19.2,Overnight,4,0.47619047619047616,0.4883116883116883,89.0
129,95000.0,High School,"Designer, interior/spatial",1,News,14.8,Daytime,1,0.40476190476190477,0.37402597402597404,40.0
130,84000.0,Bachelor,Animator,0,Comedy,16.8,Afternoon,2,0.27380952380952384,0.425974025974026,47.0
131,101000.0,High School,Environmental health practitioner,0,Reality,22.4,Prime Time,1,0.47619047619047616,0.5714285714285714,41.0
132,89000.0,Master,Chiropodist,1,Sci-Fi,16.3,Prime Time,3,0.3333333333333333,0.412987012987013,68.0
133,105000.0,High School,"Designer, interior/spatial",0,Politics,27.9,Daytime,1,0.5238095238095238,0.7142857142857143,45.0
134,91000.0,High School,Retail buyer,2,Politics,22.5,Afternoon,1,0.35714285714285715,0.5740259740259741,47.0
135,115000.0,Master,Clinical embryologist,2,Comedy,31.6,Overnight,3,0.6428571428571429,0.8103896103896104,90.0
136,92000.0,Bachelor,Retail banker,1,Drama,14.2,Overnight,2,0.36904761904761907,0.3584415584415584,53.0
137,97000.0,High School,Tax adviser,0,Reality,6.2,Prime Time,1,0.42857142857142855,0.15064935064935064,31.0
138,108000.0,Bachelor,Information systems manager,1,Sports,18.9,Prime Time,2,0.5595238095238095,0.4805194805194805,61.0
139,88000.0,Master,Archivist,2,Documentary,14.3,Daytime,3,0.32142857142857145,0.36103896103896105,72.0
140,102000.0,High School,Press photographer,3,Comedy,22.1,Afternoon,1,0.4880952380952381,0.5636363636363637,56.00000000000001
141,113000.0,High School,"Therapist, music",2,Comedy,21.3,Overnight,1,0.6190476190476191,0.5428571428571429,54.0
142,84000.0,PhD,Patent examiner,0,Politics,25.5,Daytime,4,0.27380952380952384,0.6519480519480519,81.0
143,102000.0,Bachelor,"Scientist, product/process development",1,Drama,22.1,Prime Time,2,0.4880952380952381,0.5636363636363637,61.0
144,103000.0,High School,Set designer,1,Drama,12.5,Daytime,1,0.5,0.3142857142857143,41.0
145,108000.0,Master,Web designer,3,Sports,20.2,Overnight,3,0.5595238095238095,0.5142857142857143,87.0
146,88000.0,Bachelor,Fitness centre manager,1,Politics,24.8,Afternoon,2,0.32142857142857145,0.6337662337662339,56.99999999999999
147,87000.0,High School,Logistics and distribution manager,0,News,25.3,Afternoon,1,0.30952380952380953,0.6467532467532469,37.0
148,105000.0,High School,Trade mark attorney,0,News,20.0,Prime Time,1,0.5238095238095238,0.5090909090909091,41.0
149,103000.0,High School,Exercise physiologist,2,Drama,18.8,Overnight,1,0.5,0.47792207792207797,50.0
150,103000.0,Master,Veterinary surgeon,2,Politics,28.7,Afternoon,3,0.5,0.7350649350649351,85.0
151,103000.0,High School,Stage manager,0,Sports,18.3,Afternoon,1,0.5,0.464935064935065,39.0
152,93000.0,High School,Hydrographic surveyor,1,Drama,24.5,Overnight,1,0.38095238095238093,0.625974025974026,44.0
153,102000.0,Master,Publishing copy,1,News,26.5,Prime Time,3,0.4880952380952381,0.6779220779220779,78.0
154,103000.0,High School,"Engineer, maintenance (IT)",2,Documentary,26.4,Daytime,1,0.5,0.6753246753246753,54.0
155,93000.0,Bachelor,Manufacturing engineer,0,Comedy,25.2,Overnight,2,0.38095238095238093,0.6441558441558441,54.0
156,119000.0,High School,Agricultural engineer,1,Politics,23.4,Overnight,1,0.6904761904761905,0.5974025974025974,53.0
157,105000.0,Bachelor,Heritage manager,1,Politics,19.4,Overnight,2,0.5238095238095238,0.4935064935064935,61.0
158,88000.0,High School,"Surveyor, quantity",2,Comedy,23.9,Prime Time,1,0.32142857142857145,0.6103896103896104,47.0
159,107000.0,High School,"Scientist, research (medical)",0,Sports,18.7,Afternoon,1,0.5476190476190477,0.4753246753246753,41.0
160,90000.0,Bachelor,"Radiographer, therapeutic",1,Politics,25.2,Daytime,2,0.34523809523809523,0.6441558441558441,57.99999999999999
161,108000.0,Bachelor,Youth worker,0,Politics,13.6,Afternoon,2,0.5595238095238095,0.34285714285714286,54.0
162,112000.0,Bachelor,Clinical cytogeneticist,1,News,19.9,Daytime,2,0.6071428571428571,0.5064935064935064,63.0
163,92000.0,Bachelor,Make,0,Reality,16.5,Prime Time,2,0.36904761904761907,0.4181818181818182,49.0
164,110000.0,Bachelor,"Geologist, engineering",1,Sports,11.3,Overnight,2,0.5833333333333334,0.2831168831168831,57.99999999999999
165,104000.0,Bachelor,Corporate treasurer,1,Sports,16.0,Afternoon,2,0.5119047619047619,0.40519480519480516,57.99999999999999
166,108000.0,Bachelor,Exhibition designer,1,Sports,10.7,Daytime,2,0.5595238095238095,0.2675324675324675,56.99999999999999
167,119000.0,Bachelor,Financial manager,1,Comedy,17.3,Overnight,2,0.6904761904761905,0.438961038961039,64.0
168,98000.0,Bachelor,Actor,2,Politics,20.9,Overnight,2,0.44047619047619047,0.5324675324675324,64.0
169,92000.0,Bachelor,Tax inspector,0,Sports,25.2,Afternoon,2,0.36904761904761907,0.6441558441558441,54.0
170,91000.0,High School,"Surveyor, insurance",0,Politics,17.7,Daytime,1,0.35714285714285715,0.4493506493506494,35.0
171,92000.0,High School,"Pharmacist, hospital",4,News,10.6,Daytime,1,0.36904761904761907,0.2649350649350649,51.0
172,99000.0,High School,"Teacher, English as a foreign language",0,Reality,18.7,Afternoon,1,0.4523809523809524,0.4753246753246753,38.0
173,103000.0,PhD,Scientific laboratory technician,2,News,25.1,Daytime,4,0.5,0.6415584415584417,98.0
174,103000.0,Master,"Engineer, aeronautical",1,Reality,10.7,Overnight,3,0.5,0.2675324675324675,70.0
175,108000.0,Bachelor,Field seismologist,0,Documentary,15.8,Overnight,2,0.5595238095238095,0.4,55.00000000000001
176,100000.0,High School,"Engineer, civil (contracting)",1,Reality,19.0,Afternoon,1,0.4642857142857143,0.48311688311688317,44.0
177,115000.0,High School,"Engineer, structural",0,News,11.5,Daytime,1,0.6428571428571429,0.2883116883116883,40.0
178,97000.0,Master,Toxicologist,1,Comedy,16.2,Daytime,3,0.42857142857142855,0.41038961038961036,71.0
179,127000.0,Master,Regulatory affairs officer,0,Politics,26.8,Daytime,3,0.7857142857142857,0.6857142857142857,82.0
180,106000.0,High School,"Surveyor, commercial/residential",0,News,23.4,Afternoon,1,0.5357142857142857,0.5974025974025974,43.0
181,91000.0,Master,Senior tax professional/tax inspector,1,Sci-Fi,14.2,Overnight,3,0.35714285714285715,0.3584415584415584,68.0
182,89000.0,Bachelor,"Surveyor, quantity",0,Sci-Fi,23.9,Overnight,2,0.3333333333333333,0.6103896103896104,52.0
183,105000.0,High School,"Engineer, drilling",0,Reality,21.3,Prime Time,1,0.5238095238095238,0.5428571428571429,42.0
184,98000.0,Master,Jewellery designer,0,Drama,28.8,Prime Time,3,0.44047619047619047,0.7376623376623377,73.0
185,107000.0,Bachelor,Research scientist (life sciences),2,Sports,20.4,Prime Time,2,0.5476190476190477,0.5194805194805194,67.0
186,105000.0,Master,Advertising account planner,2,Reality,15.5,Daytime,3,0.5238095238095238,0.39220779220779217,79.0
187,99000.0,High School,Chiropractor,1,Documentary,13.7,Daytime,1,0.4523809523809524,0.3454545454545454,40.0
188,92000.0,High School,Agricultural engineer,0,Politics,21.6,Daytime,1,0.36904761904761907,0.5506493506493507,37.0
189,85000.0,High School,Clinical molecular geneticist,2,Sci-Fi,19.5,Overnight,1,0.2857142857142857,0.49610389610389616,43.0
190,96000.0,High School,Oncologist,0,Drama,22.2,Prime Time,1,0.4166666666666667,0.5662337662337662,39.0
191,109000.0,Bachelor,Chief Technology Officer,0,Sci-Fi,16.3,Prime Time,2,0.5714285714285714,0.412987012987013,55.00000000000001
192,102000.0,High School,Industrial buyer,1,News,23.3,Afternoon,1,0.4880952380952381,0.5948051948051949,47.0
193,88000.0,Bachelor,Garment/textile technologist,1,News,25.9,Afternoon,2,0.32142857142857145,0.6623376623376623,57.99999999999999
194,102000.0,High School,"Nurse, learning disability",1,Reality,21.0,Prime Time,1,0.4880952380952381,0.5350649350649351,45.0
195,104000.0,Master,Call centre manager,3,Politics,25.0,Prime Time,3,0.5119047619047619,0.638961038961039,88.0
196,91000.0,Bachelor,Records manager,0,Sports,21.5,Daytime,2,0.35714285714285715,0.5480519480519481,52.0
197,102000.0,Bachelor,Dramatherapist,1,Politics,21.1,Overnight,2,0.4880952380952381,0.5376623376623377,60.0
198,101000.0,High School,Chiropractor,2,Sports,17.5,Overnight,1,0.47619047619047616,0.4441558441558442,48.0
199,89000.0,High School,Systems analyst,2,Politics,26.0,Afternoon,1,0.3333333333333333,0.6649350649350649,48.0
200,104000.0,High School,Sports coach,0,Comedy,17.0,Afternoon,1,0.5119047619047619,0.4311688311688312,39.0
201,106000.0,High School,Scientific laboratory technician,0,Reality,21.1,Afternoon,1,0.5357142857142857,0.5376623376623377,42.0
202,111000.0,High School,"Radiographer, diagnostic",2,Documentary,15.2,Afternoon,1,0.5952380952380952,0.3844155844155844,51.0
203,111000.0,High School,Tourist information centre manager,1,Politics,24.2,Prime Time,1,0.5952380952380952,0.6181818181818182,50.0
204,86000.0,Bachelor,Health and safety inspector,1,Comedy,19.0,Prime Time,2,0.2976190476190476,0.48311688311688317,54.0
205,91000.0,PhD,"Development worker, international aid",2,News,22.6,Overnight,4,0.35714285714285715,0.5766233766233767,92.0
206,105000.0,High School,Call centre manager,0,Politics,13.7,Prime Time,1,0.5238095238095238,0.3454545454545454,38.0
207,105000.0,Master,Printmaker,1,Sci-Fi,15.2,Overnight,3,0.5238095238095238,0.3844155844155844,73.0
208,105000.0,High School,"Psychologist, educational",1,Reality,16.2,Daytime,1,0.5238095238095238,0.41038961038961036,44.0
209,139000.0,Bachelor,Psychiatric nurse,1,Documentary,21.3,Prime Time,2,0.9285714285714286,0.5428571428571429,74.0
210,106000.0,Bachelor,Interior and spatial designer,1,Documentary,20.6,Daytime,2,0.5357142857142857,0.5246753246753247,62.0
211,111000.0,PhD,"Journalist, magazine",2,Reality,18.6,Daytime,4,0.5952380952380952,0.4727272727272728,97.0
212,110000.0,High School,"Development worker, international aid",3,Sci-Fi,16.4,Daytime,1,0.5833333333333334,0.41558441558441556,56.00000000000001
213,107000.0,High School,Museum/gallery exhibitions officer,1,Sci-Fi,13.4,Overnight,1,0.5476190476190477,0.33766233766233766,43.0
214,97000.0,High School,Investment analyst,0,Comedy,23.2,Overnight,1,0.42857142857142855,0.5922077922077922,40.0
215,108000.0,Bachelor,Geoscientist,2,News,14.9,Prime Time,2,0.5595238095238095,0.37662337662337664,64.0
216,92000.0,PhD,"Presenter, broadcasting",1,Politics,22.0,Daytime,4,0.36904761904761907,0.5610389610389611,87.0
217,98000.0,Master,Production manager,1,Politics,12.5,Afternoon,3,0.44047619047619047,0.3142857142857143,70.0
218,95000.0,Master,"Therapist, occupational",1,News,20.3,Afternoon,3,0.40476190476190477,0.5168831168831169,72.0
219,101000.0,Bachelor,Chartered public finance accountant,4,Comedy,26.2,Overnight,2,0.47619047619047616,0.6701298701298701,78.0
220,123000.0,Master,Cabin crew,5,Documentary,22.1,Overnight,3,0.7380952380952381,0.5636363636363637,103.0
221,81000.0,Bachelor,"Chemist, analytical",0,Documentary,20.4,Overnight,2,0.23809523809523808,0.5194805194805194,48.0
222,107000.0,High School,Television production assistant,2,Drama,25.1,Overnight,1,0.5476190476190477,0.6415584415584417,54.0
223,84000.0,Master,Health promotion specialist,1,Reality,16.9,Overnight,3,0.27380952380952384,0.42857142857142855,67.0
224,95000.0,High School,Applications developer,0,Comedy,16.5,Daytime,1,0.40476190476190477,0.4181818181818182,36.0
225,111000.0,High School,Chartered certified accountant,0,Politics,21.7,Afternoon,1,0.5952380952380952,0.5532467532467533,44.0
226,101000.0,High School,"Pharmacist, community",0,News,18.0,Overnight,1,0.47619047619047616,0.4571428571428572,38.0
227,89000.0,Bachelor,Media buyer,3,Drama,16.4,Afternoon,2,0.3333333333333333,0.41558441558441556,63.0
228,93000.0,Bachelor,"Surveyor, planning and development",0,Sci-Fi,13.4,Afternoon,2,0.38095238095238093,0.33766233766233766,48.0
229,107000.0,High School,"Sound technician, broadcasting/film/video",2,Sci-Fi,14.7,Daytime,1,0.5476190476190477,0.3714285714285714,49.0
230,93000.0,Master,"Civil engineer, consulting",0,Comedy,24.3,Prime Time,3,0.38095238095238093,0.6207792207792209,69.0
231,102000.0,Master,Housing manager/officer,2,Reality,24.1,Afternoon,3,0.4880952380952381,0.6155844155844157,82.0
